Index,ind01,ind02,ind03,ind04,ind05,ind06,ind07,ind08,ind09,ind10,ind11,ind12,ind13,ind14,ind15,ind16,ind17,ind18,ind19,ind20,ind21,ind22,ind23,ind24,ind25
TMEM67,3.598914,3.582221,3.719324,3.704781,3.744129,3.661803,3.750515,3.713248,3.634619,3.582873,3.639797,3.530618,3.508135,3.607526,3.538496,3.632691,3.637184,3.841228,3.639487,3.743022,3.64276,3.680523,3.607549,3.614624,3.529069
MID2,3.395914,3.283223,3.483439,3.337204,3.271006,3.281861,3.40181,3.538881,3.431427,3.358146,3.42375,3.469478,3.298311,3.408061,3.411154,3.406565,3.38816,3.444629,3.448445,3.600598,3.509249,3.452271,3.386286,3.464203,3.436223
VANGL1,5.429102,5.9696180000000005,5.8370625,5.9256355,5.8231675,6.093633499999999,5.4846260000000004,6.1837795,6.3927935,5.9752195,5.8386305,5.8256195,6.378101,5.911363,5.913069500000001,4.8837485,5.612638499999999,5.7398785,6.0192844999999995,5.7993425,5.650874,5.887172,5.8454325,5.9849655,5.936351999999999
ANKRD13D,4.750145,4.634237,4.663045,4.576553,4.382225,4.435122,4.67205,4.815594,4.751425,4.829402,4.629492,4.337487,4.872777,4.566978,4.765628,4.146106,4.403517,4.658909,4.552413,4.71729,4.650032,4.512413,4.635204,4.522418,4.573966
MICU1,4.899143,4.744865,4.886895,4.648355,4.7994,4.934564,4.84369,4.845604,4.659518,4.619303,4.844938,4.987162,4.88959,4.917733,4.774061,5.273185,5.128096,5.143884,5.083222,5.010623,4.935102,4.957329,4.882439,4.950453,4.925396
PRDX4,3.675902,3.754344,3.825345,4.129375,3.782501,3.656376,4.136873,3.70715,3.993551,3.709969,3.632624,3.607917,3.781287,4.21044,4.031239,3.933378,3.761372,3.289727,3.634243,4.046395,3.673432,3.610052,4.25132,3.423226,4.297395
SNX19,4.122345,4.142927,4.440012,4.42457,4.41186,4.622797,4.047801,4.264173,4.758161,4.771125,4.680918,4.691705,5.352587,4.205676,4.203898,4.157878,4.25758,4.367233,4.683719,4.312198,4.268062,4.446675,4.473502,4.111909,4.622144
HAX1,3.534575,3.565671,3.705101,3.659333,3.685803,3.681966,3.506452,3.481548,3.559656,3.425272,3.49727,3.705032,3.457502,3.550921,3.694478,3.5567,3.430216,3.417707,3.496651,3.454539,3.445892,3.533818,3.552472,3.494726,3.499858
B4GALNT1,3.167651,3.221662,3.144326,3.19733,3.188397,3.166106,3.167323,3.189299,3.175481,3.249835,3.181642,3.175666,3.196436,3.165929,3.192864,3.16718,3.201094,3.220257,3.169938,3.202106,3.183578,3.221074,3.217739,3.179798,3.197123
SCG2,4.812249,4.743098,4.980785,5.095028,4.876489,4.940859,4.550688,4.804141,5.477289,4.861068,4.286179,4.633679,4.868543,4.541726,4.775637,4.462154,4.424979,4.27284,4.343985,4.677384,4.306221,4.619834,4.891778,4.541726,4.880772
LMAN1,3.787637,3.673531,3.839626,3.689385,3.650338,3.819919,3.77055,3.729877,3.826046,3.761237,3.959978,3.877361,3.92425,3.8412,3.816935,3.655068,3.694308,3.871202,3.782827,3.82531,3.799694,3.720462,3.847086,3.86147,3.847233
TLR2,5.763655,5.910035,5.753788,5.717046,5.757102,5.925129,5.441223,5.74584,5.992746,5.817677,5.744308,5.57126,5.719914,5.64558,5.625375,5.630426,5.725115,5.674957,5.608139,5.638407,5.818749,5.797291,5.691803,5.813968,5.695467
HTATSF1,3.443681,3.343268,3.269027,3.38454,3.376937,3.290061,3.712878,3.388706,3.828771,3.245681,3.211034,3.284229,3.385889,3.515841,3.767931,3.468211,3.351896,3.48571,3.370509,3.707168,3.320954,3.557247,3.481768,3.336727,3.523259
ARHGEF10L,3.215824,3.225605,3.217445,3.223131,3.306806,3.230276,3.240053,3.212846,3.226907,3.252108,3.232173,3.233703,3.206395,3.250508,3.228755,3.246744,3.22111,3.230441,3.215332,3.224193,3.234012,3.267373,3.217823,3.28525,3.311103
NUP107,3.881093,3.846993,4.106805,3.843233,3.883549,3.80921,3.952467,3.697172,4.016545,4.020428,3.958528,3.870848,3.928369,3.798071,3.902717,4.117752,4.136844,3.781229,4.011924,4.099059,4.033469,3.96557,4.050402,3.794963,4.114174
CYP2C19,3.711677,3.704031,3.6921245000000003,3.896637,3.7625159999999997,3.8358239999999997,3.7201370000000002,3.7523175,3.9691085,3.6801245000000002,3.6587604999999996,3.734909,3.654375,3.596209,3.8395505,3.7963035,3.7550565,3.708514,3.685308,3.7954005,3.718999,3.8111879999999996,3.8125145,3.7402645000000003,3.756145
NR3C1,4.626043,4.396216,5.226868,4.35644,4.221945,4.615593,4.100773,4.409568,4.790366,4.156311,4.072618,4.570171,4.29912,4.451973,4.653637,3.975766,3.930899,3.777877,4.502913,4.013852,3.86424,4.439111,4.255949,4.218246,4.147731
ATCAY,3.391544,3.410763,3.504225,3.401912,3.611808,3.431818,3.489962,3.402145,3.395018,3.889603,3.456428,3.387663,3.423302,3.364822,3.463561,3.612938,3.431418,3.416302,3.323316,3.428653,3.556275,3.446142,3.527042,3.454526,3.413108
KRT36,3.31196,3.28497,3.316151,3.376855,3.333274,3.288926,3.343439,3.304473,3.4748,3.33292,3.32939,3.365679,3.427895,3.308884,3.311496,3.268311,3.327536,3.294561,3.312879,3.370665,3.267771,3.364971,3.404423,3.320707,3.365004
SLC20A2,4.685135,4.72239,4.766736,5.074294,4.895982,5.134209,4.456115,4.681087,5.150017,4.818356,4.741591,4.948938,4.882655,4.441936,4.864092,4.077466,4.522211,4.386017,4.741461,4.553553,4.697452,4.722752,4.711828,4.441247,4.744025
RAB7A,3.950332,5.219173,4.049169,5.750006,5.537712,5.980695,4.216944,4.67573,5.076644,4.081812,4.073148,4.134299,4.072677,4.028588,4.626607,3.921906,3.867126,3.872981,4.102134,4.024398,3.938376,3.992482,4.045456,4.102237,4.474545
RDH12,3.190717,3.194077,3.160018,3.180781,3.192754,3.167889,3.187783,3.203975,3.186697,3.210388,3.241399,3.184016,3.18507,3.234077,3.188385,3.196242,3.192335,3.225165,3.185791,3.187954,3.201586,3.198984,3.220567,3.201586,3.19567
DECR1,3.592937,3.327676,3.427517,3.3129,3.423877,3.338722,3.401965,3.388706,3.430103,3.792208,3.485597,3.567346,3.584736,3.401748,3.53996,3.440824,3.480377,3.458683,3.298085,3.284283,3.410674,3.279871,3.380915,3.313045,3.476284
GORAB,4.266112,4.318131,4.732816,4.010167,4.172859,4.349481,4.342196,4.619181,4.416744,4.241363,4.296364,4.418415,4.233568,4.1087,4.746477,4.172972,4.140636,4.180085,4.481739,4.600145,4.590375,4.429357,4.433416,4.173576,4.484539
PPRC1,3.309631,3.371353,3.325674,3.321562,3.302591,3.303654,3.294963,3.30422,3.30548,3.358369,3.373472,3.326066,3.341259,3.336657,3.36017,3.373213,3.379775,3.306337,3.329299,3.356856,3.329511,3.350171,3.32744,3.362773,3.329671
FGFR1,3.378636,3.340995,3.368849,3.352087,3.38503,3.382408,3.419341,3.476917,3.310276,3.398002,3.488806,3.429888,3.350574,3.499184,3.328986,3.46129,3.415485,3.516115,3.414995,3.467277,3.372431,3.346954,3.403069,3.458687,3.380082
DSE,6.196461,7.016323,6.651546,6.813094,6.50586,7.288874,5.859586,6.783622,6.651219,5.965055,5.861578,5.950625,6.187332,5.89491,6.421988,5.348824,5.480774,5.762189,6.196786,5.690012,5.999791,5.974397,6.113697,5.674805,5.919295
INO80,3.757559,3.684722,3.733428,3.828035,3.693278,3.752795,3.852283,3.534325,3.752131,3.825319,3.782087,3.75583,3.702386,3.810888,3.745881,4.019582,3.884719,3.815589,3.744566,3.791875,3.781955,3.718604,3.709679,3.806102,3.777766
YME1L1,3.845085,3.921592,4.001456,3.869987,3.884988,3.847746,3.788386,3.828162,3.798441,4.243839,4.033103,3.939406,4.166659,3.921541,3.908024,3.883512,3.921587,3.840079,3.847346,3.666318,3.843837,3.784374,3.793055,3.947613,3.843837
MAML1,5.1545865,5.357078,5.251856,5.176994499999999,4.9081145,5.414994999999999,4.8970745,5.0575265,4.937643,4.6678535,4.744842500000001,4.875323,4.650527500000001,4.741512500000001,5.2102335,4.8179905000000005,4.524626,4.5806155,4.9214020000000005,4.637382000000001,4.698021,4.686557499999999,5.004901,4.509793,4.9075305
NDUFS4,4.083534,3.832791,3.92767,3.840273,3.708702,3.713327,4.032632,3.741901,3.723564,4.070811,3.906034,4.016017,3.992455,4.000045,3.79214,4.055689,4.216479,4.042733,4.086902,4.018987,4.077936,4.221515,4.019039,4.072582,4.132337
RB1,3.194496,3.208611,3.177061,3.231743,3.193919,3.170884,3.16317,3.27059,3.322337,3.302723,3.179012,3.259395,3.218791,3.187581,3.284589,3.166366,3.223411,3.259395,3.200172,3.174099,3.18226,3.171834,3.268442,3.306789,3.305597
FRMD7,3.326228,3.386238,3.385196,3.240814,3.258406,3.26445,3.320342,3.341847,3.254643,3.276613,3.279851,3.295617,3.259288,3.255555,3.383345,3.258268,3.267486,3.25451,3.302922,3.284207,3.310164,3.271232,3.299453,3.264208,3.258268
TCAP,3.17988,3.235168,3.245266,3.201419,3.211453,3.147951,3.180829,3.238506,3.162417,3.312965,3.160025,3.192003,3.278866,3.238118,3.187896,3.175927,3.237317,3.316175,3.521818,3.155819,3.17818,3.169299,3.288393,3.167587,3.178632
ATXN7,3.183358,3.185921,3.160551,3.202451,3.189066,3.180467,3.181384,3.295949,3.134824,3.195931,3.167841,3.174387,3.149502,3.177626,3.174098,3.202332,3.23378,3.18217,3.156808,3.163452,3.1831,3.167919,3.210128,3.197435,3.178632
ESPN,5.072045,5.220046,5.161742,5.476724,5.164709,5.443075,4.879094,5.402781,5.896179,5.828666,5.311669,5.288939,6.303455,5.075476,5.076883,4.052827,4.881758,5.3103,5.591983,4.986392,5.000363,5.41743,5.245058,5.433247,5.24146
RAB9B,3.943232,4.067055,4.031087,3.98221,4.195154,4.017224,3.978345,4.158928,4.809207,4.155852,3.770318,4.090169,4.346781,4.12689,4.175021,3.158268,3.933439,3.398487,4.122782,3.948705,3.999365,4.05757,4.461655,3.941955,4.070712
PPA2,4.258843,4.550931,4.158505,4.628616,4.388189,4.56131,4.346927,4.185608,4.050146,4.132026,4.290925,4.15877,4.090759,4.306699,4.189914,4.397975,4.20257,4.268894,4.198677,4.182234,4.337198,4.152381,4.190064,4.359621,4.143107
AP3D1,4.614133,4.767052,4.804201,4.363542,4.332168,4.563815,4.287951,4.454219,4.540789,4.269811,4.202809,4.304628,4.358232,4.253855,4.714675,4.13596,4.116758,3.935317,4.277925,4.263882,4.177687,4.274605,4.369091,4.140717,4.233285
CHEK1,3.202677,3.19485,3.190391,3.248354,3.219569,3.183827,3.167125,3.143092,3.17927,3.174634,3.200206,3.193705,3.148983,3.226011,3.169258,3.14383,3.222591,3.173393,3.213231,3.203865,3.190259,3.156936,3.169006,3.19539,3.163954
KLF1,3.192783,3.234159,3.265542,3.184922,3.219783,3.182523,3.187073,3.204188,3.19037,3.18782,3.288906,3.152979,3.232261,3.272844,3.188943,3.21749,3.174346,3.212692,3.2,3.194176,3.160646,3.27987,3.225491,3.178631,3.197519
AKAP9,4.356625,4.339746,4.669221,4.173343,4.414278,4.298581,4.541193,4.363377,4.026079,3.962005,4.344465,4.490085,4.467172,4.273956,4.42635,4.937014,4.8115,4.750743,4.621929,5.076408,4.098066,4.457221,4.422672,4.223146,4.1818
CRB3,3.863474,3.773995,3.784725,3.697971,3.738702,3.880571,3.930117,3.923299,3.999846,3.950463,3.935572,3.755817,3.837672,3.719656,3.803987,4.022505,4.201205,3.994223,3.951355,3.892675,3.771961,3.842032,4.078332,3.966614,3.863972
LRRK1,3.350799,3.3395390000000003,3.306234,3.326254,3.292039,3.3146375,3.2748665,3.42185,3.3167090000000004,3.2845825,3.428938,3.2504489999999997,3.2637095,3.2846694999999997,3.3076355,3.259208,3.2405495,3.3152985,3.279783,3.2507935,3.3620685,3.296265,3.3274565000000003,3.375314,3.2303290000000002
ROGDI,6.237051,6.268255,6.260689,6.709526,6.487013,5.618352,6.678355,7.350632,6.85954,6.539598,6.568198,6.506822,6.800665,6.612863,6.892844,5.913284,6.61631,5.989327,6.940575,6.641217,6.808646,6.635221,7.017783,6.225667,7.073939
MEN1,3.646123,3.536616,3.747996,3.820003,3.510019,3.710344,3.557484,3.481981,3.490941,3.450054,3.522103,3.50175,3.484938,3.512781,3.598069,3.509346,3.493104,3.466765,3.669934,3.479641,3.450781,3.552272,3.546329,3.435216,3.483798
MYOZ2,3.496728,3.314098,3.481962,3.625211,3.353405,3.237766,3.609085,3.506984,3.764544,3.545543,3.310351,3.466978,3.404548,3.419917,4.19967,3.403415,3.477606,3.27878,3.755023,3.883518,3.452742,3.378473,3.43107,3.398978,3.527972
PDE6D,4.374003,4.406926,4.685622,4.678406,4.526217,4.693696,4.387989,4.461083,5.153018,4.744357,4.80042,4.791285,5.365897,4.610132,4.745673,3.813672,4.677044,4.440847,4.734683,4.675457,4.399342,4.723136,4.92657,4.524456,4.947155
SP7,5.12725,6.264949,5.378971,6.391345,6.575575,5.950702,5.498571,6.73151,6.960617,5.993762,5.066432,5.601723,6.28072,5.959013,6.44363,4.888082,5.193746,4.349302,5.144394,5.391892,4.897427,5.257713,5.230857,5.3149,5.467884
ARG2,4.557613,4.672248,4.625818,4.579085,4.56743,4.732038,4.699252,4.645067,4.748767,4.702094,4.618018,4.724256,5.141833,4.710485,4.587305,4.556059,4.753397,4.748027,4.806239,4.735066,4.669133,4.777925,4.672561,4.771034,4.806451
CHRNA1,3.850927,3.763203,3.862328,3.91852,3.955314,3.93602,3.893007,3.831447,4.285363,4.038332,3.675079,4.034879,4.008274,3.706117,3.978544,3.743512,3.949231,3.754093,3.935935,3.861311,3.825046,3.870595,4.018599,3.814837,3.987906
SLC6A1,3.587091,3.45384,3.4432,3.472026,3.527909,3.542298,3.528426,3.431683,3.427738,3.627452,3.694295,3.617813,3.498748,3.566535,3.448904,3.707609,3.555805,3.838753,3.950551,3.644294,4.053604,3.827772,3.704401,3.45686,3.617029
MYH7B,3.96225,3.943688,4.112759,4.039621,4.078465,3.909681,4.034807,4.038033,4.552873,4.121953,4.191004,4.416504,4.040018,4.112488,3.993529,4.016965,4.238773,4.081501,3.947267,4.393989,4.07861,4.331631,3.97092,4.2771,4.280694
HSF2,3.157068,3.408288,3.174429,4.774338,3.298806,3.449452,3.15725,3.230875,3.175007,3.295431,3.199782,3.141727,3.157652,3.163621,3.183709,3.167379,3.174099,3.185002,3.163896,3.194177,3.206742,3.182771,3.151102,3.192752,3.187842
MAB21L1,3.201643,3.203917,3.154269,3.189716,3.205697,3.231256,3.166847,3.147509,3.194146,3.195474,3.199193,3.192686,3.241262,3.179467,3.213378,3.235753,3.214096,3.200469,3.183826,3.188375,3.201378,3.178219,3.188514,3.22037,3.186454
ICAM4,3.824766,3.84491,4.017056,3.989247,3.885198,4.04929,3.844542,3.872819,4.373205,3.942944,3.924285,3.986912,4.176716,3.823673,3.948562,3.563603,3.848992,3.806708,3.911792,3.794228,3.892073,3.94762,3.941485,3.898433,3.97486
GCLM,4.109108,4.058008,4.313365,4.222315,4.176394,4.366554,4.147344,4.345097,4.586376,4.304004,4.284191,4.256755,4.44808,4.295946,4.113619,3.862596,4.162699,4.069787,4.198148,4.197776,4.043835,4.054861,4.356143,4.180365,4.331963
ERMAP,4.071285,4.065084,4.071724,4.007125,4.265486,4.170278,4.152055,4.026328,4.085351,4.000701,4.163826,4.100059,4.008751,4.172208,4.069726,4.211913,4.168052,4.143996,4.237133,4.209767,4.143327,4.0872,4.112365,4.162415,4.089879
AK2,5.004736,5.380184,5.524878,5.918782,5.576413,5.915308,5.534627,5.237465,6.02292,5.551808,4.787539,5.497113,5.171731,4.934507,5.855289,5.629311,5.270009,5.208819,5.151432,5.010457,4.84195,4.888649,5.328049,4.837383,5.297172
IL6R,3.574285,3.722792,3.558266,3.511255,3.622361,3.616791,3.601118,3.63602,3.613899,3.442186,3.557199,3.563038,3.58094,3.527526,3.638187,3.6646,3.564939,3.542688,3.558172,3.596585,3.641054,3.62547,3.565034,3.568598,3.596848
APBB1,4.170853,4.225835,4.143923,4.111099,4.136311,4.207541,4.066918,3.886121,4.123193,4.020653,4.04235,4.113749,4.059408,4.083843,4.228657,4.189374,4.083672,4.136311,4.096325,4.095313,4.110384,4.146784,4.223771,4.212398,3.980828
FGGY,3.461551,3.264386,3.593187,3.259452,3.292621,3.313127,3.317601,3.289814,3.271827,3.294319,3.334926,3.401563,3.383241,3.311862,3.275415,3.3081,3.32225,3.278925,3.319914,3.343114,3.317783,3.336411,3.358513,3.322474,3.300505
DOCK4,3.601671,3.650285,3.588069,3.544705,3.615105,3.724697,3.495487,3.598916,3.512668,3.566443,3.540514,3.507471,3.496538,3.663233,3.573685,3.610277,3.490998,3.547706,3.568347,3.526187,3.600451,3.553899,3.554224,3.608684,3.610213
UBR4,5.666093,6.008486,5.923119,6.492439,6.155102,6.1897,5.705091,6.022796,6.340388,6.239931,6.232423,6.076319,6.485406,5.949879,5.991677,5.222267,6.324717,5.653384,5.954167,5.923298,5.636807,6.228905,6.294695,6.191458,6.623385
CEP63,4.958937,5.197513,5.142259,4.773408,4.268112,5.162285,5.188763,4.447283,5.220459,5.174462,4.823443,4.79395,4.855722,4.822813,4.984784,5.158375,5.065684,5.435353,4.87392,4.600198,4.662257,4.637704,4.357407,5.297553,5.228061
SLC4A11,3.84748,3.915005,3.775389,3.834456,3.812397,3.761669,3.803711,3.716556,3.641307,3.685073,3.913789,3.824471,3.749385,3.856913,3.72391,3.848605,3.762389,3.780882,3.713901,3.768592,3.905957,3.80711,3.722502,4.004658,3.724569
ADD3,4.108736,5.542017,3.784575,6.371056,5.573108,6.377713,3.759444,4.89441,3.932837,3.688993,3.802877,3.861046,3.633322,3.764723,4.195909,3.752396,3.594444,3.797014,3.771169,3.709823,3.763894,3.674736,3.825745,3.755707,3.617804
SERPINI1,4.501334,4.391059,4.754137,4.534017,4.741959,4.222949,4.974221,4.443462,4.221557,4.221105,4.465901,4.375601,4.419617,4.444129,4.6874,4.263302,4.373394,4.457214,4.569918,4.375472,4.827075,4.85503,4.865594,4.568934,4.423978
TSHZ2,4.595954,4.946588,4.68933,4.813132,4.585956,4.961157,4.538281,4.669979,4.568647,4.41446,4.52356,4.498314,4.497866,4.674421,4.716595,4.757402,4.504993,4.53325,4.610082,4.505218,4.546162,4.718745,4.560815,4.708108,4.637004
DDC,3.571026,3.560414,3.715626,3.730939,3.669745,3.977381,3.424299,3.634654,4.088807,3.680952,3.455945,3.536124,3.608467,3.516423,3.639667,3.427347,3.443411,3.441862,3.655272,3.48344,3.404187,3.659325,3.639558,3.447305,3.706249
LGI1,3.354646,3.310457,3.315005,3.305651,3.353845,3.319726,3.396604,3.455013,3.254291,3.256576,3.269555,3.345096,3.283046,3.276724,3.36196,3.263712,3.308161,3.27793,3.324464,3.34825,3.312694,3.311514,3.270659,3.307123,3.314811
RHAG,3.646123,3.838392,3.779468,3.681366,3.613798,4.073179,3.418999,3.621942,3.891469,3.487992,3.483756,3.37645,3.356226,3.462565,3.531265,3.330465,3.291599,3.313237,3.403595,3.406815,3.328307,3.295431,3.675466,3.514485,3.324255
IFIH1,5.706498,6.191622,6.138803,6.320502,6.422296,6.276388,5.894521,6.036052,6.562117,6.452795,6.293746,6.202221,6.801774,6.317585,5.953956,5.133728,5.836371,6.1746,6.178508,5.866874,5.853603,6.048137,6.090972,6.37863,6.224393
BSND,4.239783,3.870711,3.810443,3.846717,3.978168,3.860801,4.45821,3.815022,4.005495,5.424596,5.145737,5.153733,5.788568,5.126058,3.676587,4.406209,5.253998,5.23211,5.1724,5.223698,4.703201,5.224181,4.435793,5.178022,5.019279
CRYGS,3.926367,3.908252,3.920026,3.901396,3.888604,3.956755,3.940265,3.883508,3.994173,3.885979,3.960825,3.940379,4.083999,3.914547,3.872461,3.910228,3.908102,3.969487,3.92637,4.027575,3.9182,3.905786,3.949988,3.926213,3.976147
HSPG2,3.144399,3.151655,3.151905,3.210609,3.197224,3.197341,3.167966,3.220972,3.19908,3.233838,3.138706,3.15298,3.158238,3.183757,3.17358,3.158268,3.175277,3.174874,3.167201,3.174099,3.210048,3.222295,3.15228,3.163549,3.271603
EXPH5,5.16202,5.022066,5.368458,5.25876,5.035986,5.20671,5.193497,5.181667,5.84005,5.376312,5.201934,5.090651,5.77916,5.906428,4.983466,4.444863,5.431696,4.967211,5.449998,5.69305,4.834167,5.897989,5.90042,5.265256,6.189294
OBSL1,3.612484,3.667885,3.566582,3.583948,3.673351,3.62034,3.620181,3.539225,3.492613,3.481655,3.69028,3.500726,3.481655,3.567839,3.507179,3.77202,3.480835,3.572745,3.571124,3.572969,3.518709,3.529031,3.589057,3.607136,3.557862
ENPP2,5.039662,5.186211,4.974825,5.237193,4.9957,4.993304,4.809652,4.905318,5.038167,4.578265,4.96524,4.890767,4.873243,5.125873,5.114135,4.845044,4.846244,4.517717,4.718879,4.706584,4.648961,4.668343,4.49503,4.583682,5.195755
DMXL2,3.438333,3.411268,3.362162,3.632029,3.580325,3.434671,3.962862,3.419135,5.20237,4.905307,3.522547,5.03093,5.033178,4.697095,3.511988,3.473936,4.17556,4.123031,4.116114,4.93619,3.420983,4.20178,4.034903,3.871312,5.341413
PLD2,5.507396,5.600078,5.515707,6.247456,6.146085,6.061737,5.132014,5.48353,6.012825,6.055456,6.042035,6.137837,6.396643,5.643633,5.555116,5.037749,5.687735,5.391789,5.904814,5.492332,5.105841,5.664226,5.832936,5.089106,5.94205
GTF3C3,3.268827,3.309421,3.288886,3.314374,3.349557,3.3052,3.307572,3.271324,3.529053,3.348113,3.292183,3.310894,3.349881,3.26802,3.321555,3.26113,3.288937,3.25949,3.294856,3.270443,3.275446,3.267144,3.29988,3.282059,3.339688
RNF212,3.579705,3.630019,3.597244,3.624732,3.604926,3.629101,3.666066,3.570978,3.601276,3.568368,3.55666,3.604272,3.551208,3.59604,3.615275,3.670094,3.56057,3.559392,3.520924,3.558155,3.543555,3.572153,3.604845,3.581418,3.585596
VPREB1,4.105381,4.191717,4.181011,4.17632,4.192106,4.202425,4.046625,4.101685,4.140808,4.033321,3.95568,4.04475,4.087102,4.081322,4.162247,4.141929,4.127291,4.105363,4.117088,3.99922,4.095854,4.192581,3.917161,4.121355,4.079832
ELOVL4,3.27685,3.275752,3.269507,3.303591,3.306118,3.289321,3.268264,3.301083,3.327259,3.385252,3.318712,3.301693,3.332539,3.288188,3.319547,3.297513,3.29612,3.283464,3.301438,3.292694,3.298463,3.311251,3.288805,3.286719,3.279224
MAGI2,7.120481,6.377428,6.897264,7.333233,7.145849,7.018675,5.880098,7.054449,5.944478,6.024628,5.795005,6.26524,6.141255,5.257727,6.142236,4.803317,4.750426,4.913687,6.836941,4.915322,5.770016,5.702084,6.674215,4.344974,5.635159
TIMP1,3.880784,3.870401,3.835364,3.990789,3.903783,4.016999,3.939027,3.880594,4.226001,3.664059,3.743102,3.832036,3.700698,3.783115,4.157903,4.012798,3.987648,3.756945,3.841648,3.87106,3.743562,3.817071,3.859019,3.963091,3.910268
SLC5A2,5.00383,4.914186,5.355073,4.871035,4.981669,5.307828,4.688723,5.282639,5.835186,5.282715,5.257425,5.311905,5.57016,5.25482,5.235105,4.092066,4.805188,4.702688,5.684087,5.240644,4.723662,5.285275,5.327946,5.069629,5.026857
PTCD1,4.369816,4.459235,4.465893,4.347301,4.317142,4.610435,4.434257,4.385452,4.389815,4.358379,4.237783,4.504526,4.824479,4.420259,4.422858,4.11099,4.387407,4.306316,4.450443,4.342734,4.334052,4.406958,4.392373,4.371392,4.538364
OPA3,3.547928,3.578357,3.541742,3.534827,3.570105,3.54656,3.537832,3.521142,3.546542,3.466173,3.540644,3.545212,3.52895,3.536308,3.562983,3.555789,3.534809,3.54579,3.533072,3.541058,3.547589,3.537456,3.548803,3.555789,3.514313
