,ind002,ind003,ind005,ind006,ind011,ind012,ind017,ind024,ind027,ind028,ind030,ind032,ind033,ind036,ind037,ind039,ind040,ind041,ind042,ind043,ind044,ind048,ind050,ind053,ind056,ind058,ind062,ind065,ind066,ind067,ind068,ind069,ind080,ind084,ind085,ind093,ind094,ind095,ind096,ind097,ind098,ind099,ind100
RPL11,13.99437161,14.1166257,14.07594588,14.02383595,13.88088829,14.14748838,13.77876228,13.76583576,13.91941203,13.9395571,13.93678005,13.94807795,13.90651161,13.7442036,13.73972705,14.02903405,14.05677246,14.16320978,14.15646977,13.98825935,14.01365388,13.84726878,13.99393481,13.95963389,13.91685802,13.90927782,14.07447936,14.07654588,14.10228908,14.07189302,14.0993109,14.01717503,13.89351341,13.98377385,14.01839032,14.04978259,13.99783097,13.98360223,13.91652921,13.97572304,14.0316899,14.09942276,14.01408181
IMPG1,5.264461228,5.173515738,4.531711641,4.550960563,5.015636976,4.976624795,5.082789785,5.139269997,5.041797634,5.164566346,4.49122583,4.875569841,5.199368408,5.038021443,5.090753272,5.116498382,5.244579811,5.260524155,4.949863229,5.135697159,5.167579117,5.11580534,5.29633607,5.383356203,5.129671223,5.17687555,4.944046629,5.365277228,4.896473313,5.288339294,5.263848549,5.218552544,5.17051707,5.222121563,5.272340793,5.174398636,5.12888333,5.365813998,5.267640549,5.0634785,4.950130003,5.080721095,5.281265059
VDAC1,11.62162879,11.90553912,11.98724287,11.98089917,11.70971059,11.87863762,12.3860267,11.8377853,11.75574119,11.93313523,11.89082472,12.09628472,12.01194966,12.19051976,12.06651281,12.30681216,11.92465241,11.98945017,11.94804184,11.37450126,11.87441035,12.49028582,12.75174731,12.42012537,12.74091913,12.08699491,12.01876739,12.1224738,12.24150154,12.08931027,11.89082472,12.03200019,11.95463833,11.87863762,11.89918719,11.74072903,11.43015668,11.23246309,11.54142279,11.60957567,11.72048428,11.72048428,11.813712
SCG3,7.469795243,5.867067732,5.921570771,6.080084698,5.799648953,6.434952092,5.135714134,5.737486781,6.032082488,6.591261136,5.51174657,6.76033868,5.675069186,5.768982508,5.691189804,6.777676306,6.420690865,6.410528613,6.095788479,8.000559783,6.336896665,5.472559209,5.528708845,5.900478183,5.485310786,5.597645011,7.196788421,6.137111402,5.984222336,5.931937988,6.201171095,6.243103695,5.852491638,5.453770802,5.631402613,5.385057856,5.300498505,5.834794602,5.784857496,7.255558425,5.708436601,6.770990465,5.753485667
VSIG4,6.73644913,7.528503578,6.459252551,6.851380785,8.343430703,5.999009031,6.533111181,7.037501806,7.253142258,6.295310813,6.802983996,7.146400002,7.386058719,6.71008286,6.939148116,7.34751853,7.257661704,6.593458809,6.275328779,6.930934069,6.179263797,7.176863337,7.133629618,5.902637817,5.853743723,6.364027682,6.872366743,6.987323044,6.427179501,6.610773963,6.30457795,7.383139868,5.633682802,6.85633665,6.768647796,7.155521821,6.512959697,7.168866901,6.110726153,6.81993373,6.75005714,7.536014333,6.889888476
ZNF280C,6.134731545,6.311246907,6.325829062,6.038892698,6.130118121,6.528315629,6.273494371,6.272319884,6.222075232,6.248448433,6.50608877,6.094490981,6.332933537,6.354431121,6.428525407,6.156988451,6.185984997,7.220804595,6.789099916,6.271668418,6.659244035,6.51008055,6.174015538,6.336751005,6.269781637,6.193401554,6.037111798,7.137107174,6.399797027,6.010501094,6.919053739,6.439579504,6.187071988,6.568542258,6.425248121,6.846611124,6.645794442,6.573125445,6.431776516,6.027397388,6.555347687,6.403545766,6.174204922
TBX21,6.127767517,5.98904714,6.01275433,6.158042855,6.050843954,6.216280173,6.092181067,5.957973306,5.835602619,6.205493117,5.779646534,6.014523109,6.166424537,5.490543141,5.507975166,5.782634381,5.783223773,5.439596722,5.415740324,5.682386555,5.307347368,5.506511851,5.468702385,5.155800038,5.553851892,5.767310905,5.569966097,5.062015247,5.985860273,5.128723978,5.49564833,6.010055037,6.44362363,5.598654906,6.010460042,5.023711093,5.106167602,5.536002407,5.658561625,5.657992918,5.425794698,5.676028011,6.396491771
EPCAM,11.82369358,11.42702362,11.45070596,12.68540552,13.38161021,11.79187769,12.66837535,11.7041471,12.08456989,13.20549483,11.86220263,12.31763023,11.93739598,11.65420702,11.82577381,12.8209025,12.00969751,11.61814609,11.36556503,11.66942542,11.55836541,11.66406282,13.85285191,11.92247765,13.85796136,12.24904508,11.75016303,11.4858292,12.14637281,11.65508665,11.80176033,12.10111206,13.35230509,11.53983802,11.73156202,11.13936006,11.36556503,10.38449224,11.22019627,12.18549789,11.16320728,12.15847901,12.91592565
SULT2A1,5.499167756,9.725097318,10.29328257,6.139298631,7.198055141,10.65274294,8.363160329,7.477595814,5.386916237,7.014745755,9.072141421,5.686697993,8.007166097,9.635793517,10.10344333,8.964697455,5.920824432,6.422458213,9.661796013,5.540717366,8.752600509,8.658320011,6.943537097,10.90530226,7.286822054,5.277438718,5.863032881,8.843940755,5.52638572,10.71044068,10.12643442,5.997083002,6.7495378,9.488159229,9.442143649,8.920459545,9.622328198,9.135460987,8.863264392,5.476678524,10.30500222,6.064326819,7.285270136
KLHL17,5.506686487,5.446908928,5.077480556,5.208151183,5.348785992,5.506904563,5.477305862,5.360982696,5.121756628,5.340873093,5.501830973,5.206484591,5.274669686,5.422566956,5.435824862,5.322057616,5.229926841,5.382484059,5.199192308,5.417337552,5.344818704,5.345898818,5.395253117,5.314646595,5.159446734,5.476842601,5.299581048,5.32981469,5.615792495,5.354999729,5.454109939,5.482096307,5.539007409,5.144246514,5.296932146,5.569222354,5.487397329,5.426238972,4.957178751,5.299847838,5.574865841,5.360520896,5.500627943
NEUROD1,5.805350653,5.310095754,5.459444142,5.531987579,5.596192391,5.484217122,5.14173541,5.574288876,5.918459339,5.612834038,5.493734938,5.805416791,5.503797324,5.58163009,5.549761206,5.77268605,5.954555252,5.623238721,6.884635565,5.961072119,5.944868981,5.617395674,5.586318904,5.543142117,5.546891135,5.505617952,5.832145756,5.437016328,5.922917699,5.375511536,5.500682687,5.479593509,5.43167938,5.894954362,5.730875198,5.874752282,5.157897565,6.620785243,5.735482153,5.663883335,5.762143896,6.186525881,5.411641197
L3MBTL3,6.10646234,5.200355276,5.339944591,5.505490204,5.365714255,5.114437767,5.608610237,5.430702712,5.227016399,5.257179552,5.272572803,5.428527495,5.712911803,5.339917569,5.761561028,5.591808264,5.784517151,6.060518848,5.989802961,5.996599662,6.229118979,6.048405646,6.197875264,6.561535489,6.02910973,5.948401098,6.600487489,5.685015061,6.081781461,6.392234125,5.962362984,6.475087668,6.106018903,6.395248942,5.547034295,6.33070575,5.838455447,6.365454482,6.110575788,6.196677064,6.32460732,5.744024502,6.080279154
EFHC2,5.320298168,5.608666146,5.38387124,5.935125356,6.480030974,5.470094644,5.507843224,5.373418558,5.8483146,5.883996289,4.961442071,5.701879874,5.749269315,5.449791659,5.077318922,6.076498218,5.081088761,4.701157787,5.206322302,5.462573117,5.013082034,5.14418912,5.815008958,4.649559812,6.392431654,5.67926142,5.318614758,5.056216656,5.344766659,4.807760738,4.447495404,4.951228964,6.619998732,4.949083013,5.513958464,4.811659305,5.109029369,4.914720278,5.105028267,5.199144029,4.974506906,5.499262645,6.12254573
SMG7,8.002861752,7.566588671,7.496649091,7.21142957,7.101446873,7.520771902,7.747453136,7.336797649,7.543929297,7.275751766,7.869898356,7.630695118,7.882239094,7.422404305,7.469870215,7.591405589,7.891682195,7.860579651,7.879149546,8.032946223,8.338443348,8.095479319,7.814852209,8.149872469,8.437898909,8.375644435,7.785115046,7.38506147,7.393790688,7.399227535,7.777251475,8.197912016,7.213172991,7.411833385,7.231924093,7.948409856,7.562385313,7.538729704,7.217707915,6.853317015,7.410826692,7.144684811,7.737531184
CHAF1B,5.109340512,5.405742606,5.361367668,6.075374762,6.008315635,5.790279087,5.466246798,5.767600385,5.655966306,6.034364623,6.178670897,6.309733964,5.926834134,5.837781654,5.643293158,6.001880041,5.356598146,4.739391836,4.500892485,5.558685329,5.15998111,5.260064537,5.335879114,5.023616467,4.717511308,5.781126866,5.592188873,4.810902494,7.138994675,5.118029853,4.893149922,5.387165009,6.373106699,5.678729855,5.501655949,4.992630954,5.066765232,5.157445382,5.800521889,6.104792944,5.498905647,5.405433123,5.7441134
DOCK5,6.281829825,5.620763188,5.64766785,6.18576612,6.354563482,5.878992304,6.432364107,6.244554926,6.028748964,6.449062169,6.566256961,6.067613903,6.667805482,6.292026345,6.395691715,6.465709837,6.354345146,5.291568693,5.622980669,5.571737398,5.19626366,5.791120042,6.029959499,5.340104033,6.694572331,5.986618121,5.970012275,5.583323454,6.54958758,5.608561495,6.351741938,6.304155628,6.342151008,5.542004293,5.439275206,4.931270661,5.391820956,4.966330595,5.559442278,5.544667799,5.667922799,5.603387129,6.580210604
KIR3DL2,5.750511145,5.646375346,5.621890353,5.391985762,5.971819132,5.33207524,6.107884282,6.060443302,5.723249212,5.978862349,5.863925564,5.748957775,5.699836877,6.016852101,5.643293158,6.291401499,5.480546144,6.906699442,6.27162324,6.055804654,5.978933577,6.095972134,6.185352953,6.007854869,5.928752541,5.52673007,5.811264531,6.357379291,5.63760475,5.658513831,6.06735417,6.013937859,5.613858949,5.933155634,6.402022324,6.005961425,6.337240744,6.161215743,5.628658362,6.245099659,5.63702401,6.313607804,5.362529169
TSC1,7.449650206,7.809086218,7.38768195,7.256561365,7.341416734,7.719655317,7.357447133,7.604553938,7.444928999,7.243133162,7.333732956,7.502423896,7.435900581,7.542689999,7.543343721,7.162731827,7.21083104,7.52730453,7.776212296,7.28564208,7.915219274,7.281703008,7.152136503,7.709862677,6.969162679,7.706598496,7.402986039,7.503202968,6.978270556,7.624377633,7.830847609,7.3878669,7.348719148,7.448515932,7.262523297,8.077859781,7.997930402,7.619592646,7.586912809,6.781043747,7.487807118,7.211807078,7.571851636
CPT2,8.982115123,9.182907315,9.400603642,9.767109384,9.226491749,9.789580012,9.212014936,9.258381215,9.133493009,9.456152881,9.365319811,9.098226984,9.691713754,9.490977485,9.115656117,9.208113458,9.048777236,10.04128529,9.393790162,8.983317617,9.54648346,9.272336558,9.612965506,9.238511505,9.6595843,8.981341439,8.977282893,9.838623489,9.710671936,9.428323595,9.604287674,9.099491038,9.595073001,9.572665764,9.587496393,9.167574586,9.016773709,9.176854359,9.142954317,8.956932468,9.024645234,9.073026946,9.58802444
EYA1,4.68553202,4.825746026,4.580101307,5.092881546,4.975419551,5.097171453,4.588076215,5.327582916,4.910521716,4.773362349,4.346488793,4.423318038,4.295844622,4.736125317,4.966054775,4.98573244,4.956428892,4.929719493,4.782831333,4.37812412,4.826919062,4.871961185,4.232481869,4.92860599,4.558619451,4.742047796,4.343566898,4.738906925,4.463595949,4.652395035,4.589736476,4.755616602,4.473480837,5.010299009,4.38765585,4.740889798,4.560548985,4.955497397,5.410395832,4.356737017,4.345549678,4.778536582,4.899444185
ADAMTS7,5.177367364,5.196821152,5.143330306,5.168745784,5.362945285,5.13721517,4.983482832,5.235011443,5.068258559,5.271180025,5.144455646,5.1373969,5.217704712,5.318174546,5.110663276,5.354335821,5.107623325,5.292404638,5.053515475,5.306617024,5.17564349,5.203683839,5.306794997,5.081860464,5.214799293,5.391195961,5.300632416,5.277028602,5.241549127,5.260518952,5.479134222,5.053171486,5.133774325,5.20075524,5.099723316,5.348373448,5.565795738,5.320237868,5.056874236,5.175653361,5.370608559,5.18277128,5.311302814
OR14A16,4.346674892,3.982195418,4.634682993,5.092881546,3.909735473,4.824123481,5.14173541,4.631072056,4.944548435,4.884451809,4.007914133,4.30607957,4.380024864,4.658059104,4.889730583,4.458025713,4.599286989,4.840789097,5.450154859,4.212394812,4.56319706,4.879422095,4.662927321,4.757716864,4.647382501,4.928243335,4.551061826,4.994261396,4.678734498,4.831753402,5.180623432,5.018578004,4.376475848,4.2736545,4.305564603,4.49326633,4.708731086,4.589621247,4.819078065,4.120744125,4.427498396,4.780424634,4.032900607
CYP46A1,5.402022215,5.474143475,5.394883948,5.340757156,5.596192391,5.54245507,5.05204787,5.275358859,5.386916237,5.286635096,4.303064589,5.577680146,5.467913098,5.434935931,5.377198425,4.894170995,5.367832597,5.28469164,5.29692849,5.147528514,5.426705946,5.489251239,5.264118484,5.705842845,5.417820618,5.109462168,5.098601914,5.240945412,5.245493528,5.275970014,5.331675099,5.449136171,5.456526976,5.109610527,5.157135339,5.329009082,4.914529283,5.304471708,5.184201859,5.166147579,5.133600177,5.13135674,5.290566922
APEX2,8.401555386,8.008692398,8.204003182,8.474682358,8.152170977,8.151895715,8.465101015,8.421003148,8.59983272,8.427104043,8.486522072,8.652334433,8.523475522,8.528907832,8.525337862,8.567685121,8.662983701,8.037284117,8.114775692,8.551871527,8.100318144,8.34407257,8.723764247,8.379277003,8.485701915,8.330186775,8.793851358,8.27214239,8.98745825,8.50710514,8.504858433,8.844313871,8.412920256,8.516850794,8.234808408,8.176740529,7.999550305,8.020493043,7.919143136,8.113629477,7.933601907,8.336959959,8.417170906
TARS2,6.799211159,6.414774787,6.490248422,6.519664203,6.260542798,6.502503457,6.224370321,6.37014371,6.491270946,6.425100669,6.775618276,6.397500918,6.847175679,6.39107423,7.093808738,6.465709837,7.103060488,7.161959823,7.102083997,7.159064405,7.200895917,6.955195103,7.017585607,7.066960141,6.878795846,6.84462296,6.986360052,7.170741229,7.209966599,7.360109312,7.418777547,7.22378878,6.552446998,7.097381215,6.885554242,7.405248964,6.553918115,6.790443902,6.777577235,6.671350304,7.093011032,7.045683978,6.512959697
SLC2A9,5.179787083,5.100824409,4.858008038,5.421883843,5.236385445,5.047155685,5.460363183,5.561551054,5.386916237,4.951317986,4.239185907,4.600937766,5.089198052,5.009281968,5.377198425,5.222561497,5.043901767,4.643973025,4.803191191,5.143373223,5.084633315,5.207709734,5.162908232,5.468383209,4.865532452,5.133979301,5.282644265,5.082221897,5.227841318,5.364173301,5.284013978,5.210898535,5.666347998,5.107143581,5.276636417,4.729599357,4.809357209,5.071244458,5.170241737,4.907967224,4.921495634,5.015944857,5.683455882
HSPB6,8.493343097,8.243450758,7.594180562,8.176740529,9.446868433,6.845720418,6.523298136,8.318714296,8.466604271,8.014264912,7.326175726,8.266580778,6.040869201,7.622970812,7.402839734,8.902902018,7.863258759,7.346067753,7.779982889,8.539197659,7.660878121,6.108846703,7.982536994,8.295972788,6.263167567,7.64497516,7.743656323,7.31513722,6.428652088,7.254427392,5.916303681,7.027377644,6.312609551,6.011573038,7.330142634,6.209698606,8.370565532,7.849857544,8.140525463,6.955729772,6.738147933,6.944975087,7.973485677
ZMPSTE24,10.89744955,10.31499449,10.37536655,10.59069494,10.47315003,10.55661991,10.09287809,10.52244415,10.54685058,10.54096758,10.19129734,10.51612287,10.34852993,10.18579649,10.69735638,10.45412384,10.63732212,10.55103584,10.37124666,10.56565772,10.39036662,10.53912855,10.44133089,10.01613122,10.76128752,10.70038616,10.60475895,10.42677241,10.60009856,10.52104904,10.52104904,10.46357495,10.9189894,10.58595932,10.5878767,10.25364505,10.41838805,10.62195788,10.45753848,10.81337389,10.41325161,10.85816133,10.66065031
CYP2D6,4.976984562,4.728169446,4.79135128,5.426092237,6.615577639,4.928735973,6.162795093,4.983149538,4.80640906,5.458477522,4.996704488,4.858493787,4.847399355,4.95615013,4.938341504,5.402444442,5.206912595,4.963247068,4.925996569,4.965055275,4.789242943,4.866840293,4.892301119,4.768346365,5.004065551,5.13694944,4.905755197,4.670054386,5.021839618,4.838298149,5.153245338,5.268497006,7.654881097,4.910665915,5.067539788,4.764085633,4.707107523,4.832527147,5.144586471,4.849414979,4.900774214,5.018295713,6.767018306
TBPL1,8.952072682,9.163231155,9.132592407,9.130424618,8.964279176,8.858544317,9.115888579,8.725172397,9.165841663,8.918837511,9.023831423,9.198396595,9.075358782,8.89720116,9.30042906,9.092207313,9.190322603,8.92286064,9.147368252,8.941987256,8.871966621,8.725900037,8.902902018,8.966802243,8.985005182,9.128515956,9.31415701,8.76736342,8.767757121,8.942393959,9.010548312,9.030070172,8.905732058,9.138471918,9.188506762,9.341290179,9.089226896,9.026713392,9.041234934,8.82781016,8.910078296,9.142054392,9.140751505
PSEN1,5.254300873,5.45938095,5.421468971,5.681266893,5.643721069,5.368292284,5.377026006,5.251546715,5.278284181,5.203226075,5.616524411,5.313648177,5.306335301,5.292570925,5.329470751,5.444948062,5.2703445,5.423810967,5.427596933,5.366802332,5.52021182,5.446548246,5.442859904,5.592702127,5.823173712,5.153446076,5.370499574,5.669539376,5.450799208,5.405434076,5.412478636,5.775403895,5.401151862,5.329113655,5.351912299,5.373923387,5.178356661,5.389760596,5.400528981,5.645780928,5.228641413,5.30519277,5.455474784
PLOD1,9.468364088,9.730295279,9.207420897,9.828834951,9.881993056,9.822079577,9.141613616,9.711267846,9.572918396,9.405519945,9.571666883,9.522298862,9.399096659,9.44968361,9.302283944,9.29568607,9.873284908,9.806370599,9.680237958,9.651843219,9.78385358,9.646910246,9.928872201,9.751035982,9.803398318,9.582214667,9.396696169,9.63001779,9.656840703,9.482061383,9.782661127,9.478967689,9.943142212,9.501039588,9.290939534,10.0663751,9.86587003,9.870769721,9.765639874,9.58059895,9.654107285,9.869496012,10.09924817
KDM5A,5.541914387,5.462083808,5.065709501,4.876663723,5.224865253,4.597752634,4.820364141,4.664621439,4.768291392,4.951317986,5.422661417,5.233125941,5.199244318,4.504613488,5.467792167,5.236949604,5.17133612,5.207427728,5.327343043,5.356562926,5.36419992,5.337130923,5.627303022,5.505074151,5.529759117,5.150315575,5.007530054,5.741298204,5.532685164,5.218256315,5.264977615,5.460971509,5.065856587,4.903101048,5.558755726,5.420174401,5.597250566,5.514730794,4.982670508,5.444926313,5.406192806,5.118446382,5.43025054
MAP4,4.575006477,4.770544387,4.807515862,4.650278461,5.6140426,4.798609765,4.850645017,4.456269465,5.137604596,5.116121791,4.731304787,4.668864425,4.619313769,4.120014272,4.915834159,4.271026702,4.794019893,4.383494556,4.527456127,4.07119505,4.231211892,4.254212292,4.591091335,4.178397146,4.583866428,4.795302922,5.072643692,4.602765668,4.404751558,4.829553357,4.222207674,4.916149033,4.928420235,4.108681468,4.4648148,4.627095638,4.500996295,4.107126034,4.697699439,4.669061648,5.099214805,4.875327237,4.507771671
LDHC,5.498905647,5.246207068,5.209255141,5.330403134,5.271435498,5.171046695,5.05204787,5.174585541,5.373668389,5.257179552,5.065245611,5.056787806,5.238907856,5.361065354,5.317154303,5.391302497,5.517946868,5.387403327,5.505675963,5.381515335,5.374966817,5.374966817,5.095994136,5.71147218,5.33345686,5.38375287,5.699080758,5.304826338,5.58005087,5.172341344,5.297926692,5.440917173,5.55184454,5.476932252,5.645448341,5.805350653,5.322992252,5.666298543,5.968235221,5.481615991,5.545464199,5.081422324,5.625977787
